Id,SalePrice
1574,103473.8963727412
1575,214335.3055143457
1576,236736.97790464453
1577,177066.47505304005
1578,140699.51043324432
1579,137473.7164917326
1580,184486.94257545678
1581,155177.79849289582
1582,123277.51342753122
1583,338855.14845193626
1584,234935.61382953907
1585,141845.57450736416
1586,57578.710332248505
1587,101792.55226032394
1588,146904.39473355951
1589,100892.94589516948
1590,133341.7317650746
1591,100864.15973564048
1592,107730.88088830814
1593,116138.50822319838
1594,118582.76505124976
1595,114284.88196584953
1596,234781.66494195268
1597,184572.66882881228
1598,189180.94751682074
1599,159379.32890773882
1600,162777.58484169023
1601,74210.18241906047
1602,118895.59805876207
1603,95594.38181297045
1604,276887.47787973855
1605,236892.07896070843
1606,172240.06165059865
1607,157414.51076674252
1608,219652.39890212045
1609,167233.18423540852
1610,154787.05038339304
1611,141294.74685336143
1612,172557.68413048895
1613,162959.22062565686
1614,133708.19756055932
1615,76915.51265769618
1616,69768.85525026737
1617,85530.21368899432
1618,126085.4816692069
1619,140909.49258968962
1620,161663.51386245916
1621,145640.4434205722
1622,142145.0665390651
1623,294723.69373133656
1624,214555.3630020466
1625,130230.55268609205
1626,169776.39969743096
1627,189344.59622463564
1628,281883.7677546075
1629,168275.77111073202
1630,387573.6620240538
1631,212393.49141748992
1632,241012.1090962099
1633,172550.1844668169
1634,188543.8615287941
1635,177230.61214820136
1636,157346.03450502787
1637,187176.44605117635
1638,189584.28907063341
1639,180986.74216329824
1640,249617.4500317002
1641,182749.5481160607
1642,239471.2590064599
1643,215608.45369190362
1644,232552.7680459259
1645,198067.07187793485
1646,156123.87669904952
1647,158739.2638099576
1648,124787.48379430958
1649,143872.49822132607
1650,120291.72842186822
1651,116934.25358410183
1652,101481.3820552652
1653,100862.11375743202
1654,140230.49100906865
1655,155708.44707553438
1656,143121.38948897726
1657,143195.37317742105
1658,148957.66988260837
1659,123857.03692479616
1660,151159.12153987586
1661,524106.67993054155
1662,406339.9938228456
1663,378820.8237930649
1664,545047.1616794455
1665,305082.0183690865
1666,343648.04957780585
1667,377867.5343515467
1668,334778.5851649338
1669,297234.68519735703
1670,348018.1302351514
1671,264704.9128684227
1672,543740.529850525
1673,287934.52566344937
1674,248440.5047714073
1675,187823.80281899427
1676,182524.2984799612
1677,215942.8377766085
1678,545047.1616794455
1679,501319.33995685086
1680,339063.1519727439
1681,241548.54784765848
1682,317222.05623274844
1683,177108.8903399545
1684,172153.07904175008
1685,171768.98640405247
1686,169383.0348883153
1687,171127.04332954405
1688,190062.6914397971
1689,183806.7299500034
1690,185568.23689317904
1691,168477.8894200181
1692,247599.60019918068
1693,175077.7319593261
1694,188456.24929924452
1695,170711.1884041986
1696,288314.9573024678
1697,168937.21287329026
1698,363998.01687575964
1699,351875.9631148546
1700,240664.43031890644
1701,264984.33113331266
1702,242117.71174565438
1703,258257.3416528186
1704,287965.056201812
1705,233413.71089209354
1706,551556.3113568621
1707,208761.72857318845
1708,225807.61495116685
1709,265465.42059062235
1710,222266.73850976743
1711,267756.17604647996
1712,240838.1254704922
1713,278318.78763685015
1714,234954.01560001154
1715,199325.74537841565
1716,174733.18643306004
1717,168920.19067450197
1718,127527.87110283495
1719,197523.79935174657
1720,255414.5107454496
1721,170158.44439990298
1722,122110.44333878295
1723,154274.75228374687
1724,190587.0975925555
1725,235292.36299184867
1726,181510.23166552148
1727,161615.44317905424
1728,190512.03761607507
1729,167592.45884000536
1730,146494.42012984143
1731,131667.0981567484
1732,132008.64329888692
1733,124094.67788846735
1734,127976.07561228145
1735,134965.59778821204
1736,117644.88391542806
1737,287423.7651258829
1738,240857.07421043803
1739,266096.02500249713
1740,213775.87301778194
1741,182050.19330912555
1742,172119.8305941443
1743,171844.26205772697
1744,303634.3504147369
1745,217654.81515924385
1746,162384.39766454304
1747,198945.01445948987
1748,222845.71429443787
1749,154922.1342995983
1750,124713.32386993391
1751,223172.6936515686
1752,126808.33991354272
1753,143437.48915479315
1754,168658.08929209766
1755,165401.67069453376
1756,133593.03539181367
1757,119190.6439253339
1758,146385.8072611419
1759,148287.44412607516
1760,167466.20908191422
1761,142423.9556290729
1762,171711.26170683207
1763,169991.52089637792
1764,117543.13512449016
1765,172038.75834005643
1766,183668.133047213
1767,221728.78304787137
1768,146756.45438046913
1769,162458.9496057308
1770,149592.08962914487
1771,123458.44750122495
1772,143891.73099359235
1773,117801.6283357702
1774,145009.5360261875
1775,136790.2134133958
1776,116742.78358849972
1777,114382.4216583768
1778,134690.33878260193
1779,108919.49397417753
1780,180353.96160319677
1781,133135.54159385705
1782,70037.04877418242
1783,145134.18589490023
1784,102527.80739306657
1785,117956.34187796639
1786,148062.75277235117
1787,142597.53647845585
1788,53336.546362344016
1789,84844.32079720878
1790,69263.04858429912
1791,179491.14710157094
1792,160572.6393785978
1793,144611.91608567422
1794,136537.50571089255
1795,128070.0869729726
1796,109037.04278012816
1797,99593.857683111
1798,121269.74051050855
1799,119162.74185964231
1800,131614.65407041812
1801,125992.10903722978
1802,124473.52184661207
1803,150488.20733667244
1804,139781.04203186222
1805,140794.5829250486
1806,124016.42324881101
1807,125575.81954344022
1808,114391.4351839763
1809,118044.25801190845
1810,139724.43184232365
1811,90672.2650901892
1812,94773.84328059948
1813,125438.02541823394
1814,98948.71073531243
1815,54499.160338300346
1816,101106.09585753316
1817,113065.32522124554
1818,146254.57762456298
1819,114932.32598284536
1820,49360.86023536336
1821,108438.85870977247
1822,145846.09155998964
1823,50245.475592337374
1824,131011.33045097825
1825,122515.38788984992
1826,107690.31755488196
1827,103458.46471053679
1828,132211.81708641144
1829,104729.65760351007
1830,140845.78089214212
1831,147638.2283073362
1832,79593.00095359267
1833,132161.08135836336
1834,117689.71238527488
1835,136898.03882518053
1836,133913.9877469163
1837,88413.95429617121
1838,122157.45823082935
1839,89861.99864768199
1840,144417.52651100964
1841,149510.21657254922
1842,77929.37880019702
1843,132359.53486179607
1844,145453.1872778687
1845,150164.4484131283
1846,149278.20455275988
1847,161823.17875499072
1848,53890.97076802427
1849,110763.36622775915
1850,114932.30038267525
1851,146166.70388670603
1852,122901.0607583349
1853,140098.22345131938
1854,165754.6366048639
1855,150914.09824938927
1856,227642.3895617396
1857,147956.29469658696
1858,128074.60206260368
1859,117857.54178217002
1860,142013.42587975223
1861,118395.23300228725
1862,305225.53435409174
1863,307408.7315638797
1864,307408.7315638797
1865,336010.2999034795
1866,331648.0763409965
1867,232571.91078298865
1868,329631.1725758676
1869,198809.01476423268
1870,226911.77774924375
1871,254910.09122016275
1872,173114.3347376628
1873,251439.45929757605
1874,139479.48051391545
1875,205214.74312262426
1876,201957.72167670674
1877,207186.70378365857
1878,205496.23576492097
1879,129199.83817249988
1880,140342.54460535987
1881,240980.51561458918
1882,250404.98376646294
1883,183905.85814875003
1884,202605.17142468985
1885,241740.32830176258
1886,302434.29345375986
1887,204414.02427567053
1888,264292.21475466056
1889,171665.74757173136
1890,125653.89474556952
1891,134277.43772800014
1892,105600.62712637577
1893,123308.73436269419
1894,133491.15752188102
1895,127436.6367145651
1896,118386.36538954126
1897,107432.34468569049
1898,114089.6928323875
1899,143664.97871517736
1900,146469.87686209285
1901,172017.55915132194
1902,144590.7630724901
1903,211302.11923380918
1904,138108.94590244256
1905,201249.62264141865
1906,192221.43968537397
1907,206256.02725484493
1908,111134.01817985557
1909,142886.39912266436
1910,116986.36881383287
1911,216439.81993823964
1912,312046.02294532536
1913,148223.427003508
1914,53477.52016806989
1915,347967.8141103178
1916,57603.702518877624
1917,250872.79947160324
1918,145129.32827546497
1919,173873.6584393806
1920,147617.4784363672
1921,570472.7111616192
1922,314190.33693048445
1923,215815.0192620383
1924,244464.7559466223
1925,198954.64988073843
1926,414385.94268807955
1927,139724.2667175642
1928,157840.40700607735
1929,121947.23072409013
1930,140722.08838883505
1931,141837.45694482676
1932,141125.07831094626
1933,177990.6143744653
1934,187052.0304265325
1935,173116.67428252805
1936,191820.09035610742
1937,191650.43125904165
1938,173891.3816544647
1939,241462.36830325658
1940,190753.32966528245
1941,164282.60596678412
1942,190690.6779572565
1943,202102.11516967427
1944,331528.0643630477
1945,386289.38814300223
1946,142075.7825998326
1947,310574.976902489
1948,156012.08112315074
1949,242166.85643521254
1950,162229.54327068033
1951,243919.52588982222
1952,213826.70234886225
1953,170447.04123565662
1954,165182.34430318288
1955,142646.02824501542
1956,279041.5727725261
1957,147977.8903141425
1958,323051.1892845982
1959,132864.0183969729
1960,115520.73352442156
1961,118927.33967442736
1962,105342.82215218685
1963,101351.68897221085
1964,116724.76832808697
1965,141200.31097598252
1966,141913.99193015377
1967,259369.5870047679
1968,551277.0102531639
1969,410907.7903165108
1970,527828.5045779435
1971,443256.4295474287
1972,406160.6704595685
1973,257295.1534781922
1974,351475.91135274974
1975,545047.1616794455
1976,271992.47190921375
1977,339009.47893266624
1978,327581.60001192987
1979,300848.0874469353
1980,200043.5404074282
1981,342384.4595574217
1982,228738.36842747085
1983,211240.7212574378
1984,171534.00809345092
1985,241103.88690271263
1986,215786.90972176712
1987,172935.77321642576
1988,173438.90347250176
1989,188994.2199946564
1990,205328.47352305404
1991,233542.48205569066
1992,208221.96288849285
1993,165414.9821512172
1994,232735.70422700737
1995,181815.49311757952
1996,246900.73194913365
1997,301091.856121375
1998,334343.74908194784
1999,252837.06922905857
2000,303558.43198913586
2001,282931.76074214786
2002,239819.47684170643
2003,246163.32682144403
2004,275706.0311024321
2005,218603.17699126274
2006,231389.44578128238
2007,247746.35576671571
2008,225103.50206260834
2009,201330.23960279627
2010,186730.16340648898
2011,133667.90339921621
2012,183502.146223782
2013,176566.58239514817
2014,202707.70592749113
2015,202924.62291720216
2016,198922.73633774597
2017,193853.03394362977
2018,128811.76703775511
2019,140616.43879926184
2020,102408.59367941652
2021,113006.2606588039
2022,171594.6666582164
2023,140986.8027989172
2024,254397.84723359055
2025,344728.5924772904
2026,162209.22108710272
2027,156176.6488922457
2028,147054.21629277425
2029,173823.49470903288
2030,268274.26759562804
2031,222399.05641875532
2032,248131.18653014823
2033,259512.30381731223
2034,173081.5685601371
2035,219655.92682582498
2036,190161.98213077016
2037,212142.23175814073
2038,304908.4490058979
2039,225204.9853076827
2040,249482.1266843984
2041,309533.80432673095
2042,203150.1341908736
2043,175060.5007625316
2044,153311.12591457172
2045,215551.1362855475
2046,134735.32836227206
2047,142753.23348079523
2048,142449.45646234273
2049,135432.8740785045
2050,179833.3817187677
2051,107988.92314572353
2052,128806.52469698884
2053,141629.83599774123
2054,84102.18229137814
2055,147957.28753642598
2056,143173.9653940571
2057,114081.09526640562
2058,212667.66749579553
2059,138895.91240336452
2060,176422.7775797601
2061,169939.87192806313
2062,129194.28123626267
2063,106811.95442407347
2064,144637.28418585754
2065,115750.00017144629
2066,160430.44977059608
2067,103289.90101369782
2068,142259.64335826592
2069,84734.49424109033
2070,116758.25683818945
2071,88900.45555328325
2072,133819.1282710837
2073,142460.36833816185
2074,183153.68342718188
2075,146421.8517732809
2076,114419.74335663841
2077,150953.7864380396
2078,132626.78980596925
2079,134539.18033445405
2080,119238.9892293922
2081,131405.26633732507
2082,128070.242536133
2083,141132.92148528402
2084,113262.24634433362
2085,118440.8734376505
2086,101781.30498965742
2087,121223.9930716254
2088,102549.1944521525
2089,86072.92531865078
2090,128815.61393155016
2091,105496.55310425042
2092,129358.99362681998
2093,129912.05555186873
2094,114263.87735304583
2095,138458.28977816098
2096,69287.78209474373
2097,92175.34572959314
2098,141899.4911417133
2099,54190.961751968156
2100,83500.73774434607
2101,126691.24711954828
2102,117780.04307605406
2103,101519.20162982304
2104,132827.4466264543
2105,121528.03889862873
2106,75145.02911111039
2107,224324.5161832411
2108,118001.63927782519
2109,106302.28407038063
2110,136262.45601578336
2111,127993.97755321782
2112,138974.81240014388
2113,127543.97578134427
2114,118084.3250110289
2115,151003.38540698538
2116,112516.59350316552
2117,139082.95890245913
2118,121414.15392013786
2119,115190.14479302343
2120,116223.11244975126
2121,120816.96922087358
2122,101505.63018333557
2123,77264.3130241068
2124,148003.93350564103
2125,131113.55372991253
2126,143097.33046587135
2127,148712.61069235206
2128,125608.93401289576
2129,93228.77137343583
2130,127639.44162499283
2131,131317.56237562056
2132,118571.51629201128
2133,120448.01738534209
2134,110348.67769473881
2135,88298.98011621415
2136,86003.97512889835
2137,105828.01530693505
2138,128512.75496113916
2139,146732.77113575855
2140,136673.6254452242
2141,152856.65235119822
2142,123615.28507118435
2143,141725.92269769995
2144,130182.07115820868
2145,144361.50910243305
2146,171012.4909801224
2147,119347.47572592366
2148,122383.83230774091
2149,141188.5320264412
2150,212183.61209258102
2151,118264.67095033408
2152,177940.33590043365
2153,148632.758692492
2154,109612.58878590894
2155,148974.6906274964
2156,258112.60140827837
2157,236705.0161429501
2158,230781.27495563333
2159,200663.6087087513
2160,181207.56986347787
2161,244957.77512561495
2162,543825.7068494419
2163,344203.32429623307
2164,248620.89761197224
2165,176186.0765025838
2166,150061.07705439057
2167,215161.9828089722
2168,203468.330013675
2169,200467.59305126534
2170,216830.91075552115
2171,146710.96736909833
2172,131977.24012508377
2173,165585.1715590185
2174,235268.69737550212
2175,278413.83080101456
2176,329677.341942912
2177,247423.93114265904
2178,201160.5936331843
2179,143307.30067516243
2180,241169.52972920594
2181,187319.89276446396
2182,215282.71716794246
2183,189990.22153168885
2184,121976.65044192353
2185,126284.76397817253
2186,144488.94079929806
2187,151042.87058167858
2188,148876.82300390548
2189,256208.26582324665
2190,82199.10541134281
2191,81929.12188388244
2192,89286.82893980562
2193,91742.9585809681
2194,103173.50989892494
2195,114965.76918490948
2196,94267.6921457229
2197,120033.9367275757
2198,145823.48981572178
2199,184702.6918404196
2200,153344.35511639802
2201,142500.98160015422
2202,205376.3798812298
2203,142124.93086376265
2204,195822.95060390688
2205,122425.80402167678
2206,147937.06055876994
2207,205992.84909259056
2208,270366.6737624817
2209,246267.94610327587
2210,121964.91521436126
2211,103013.98198591272
2212,115879.38537071116
2213,107779.05855389772
2214,138896.12963948917
2215,108715.4005287455
2216,142564.95033092
2217,63419.41132964394
2218,75839.32307622429
2219,60312.86243965784
2220,78089.46943426404
2221,357088.5837283022
2222,296510.0136763184
2223,296866.26349030226
2224,198925.9504042218
2225,127473.75655546285
2226,183559.88976206456
2227,208089.93366085112
2228,270684.8519019355
2229,243425.22006798032
2230,161601.89325165492
2231,201275.79822018882
2232,178876.15249633012
2233,180542.7828332744
2234,249689.55457864856
2235,217748.84051410368
2236,293096.7034386456
2237,334761.7101614392
2238,221532.37349294056
2239,111860.32688445157
2240,159173.49154657277
2241,158631.78018435964
2242,127103.07019447847
2243,125082.73263956411
2244,101089.84455540875
2245,101121.21914496948
2246,143893.64230384474
2247,105931.3676190102
2248,117812.13826785373
2249,126341.96406438715
2250,130475.3261303477
2251,103712.97635422071
2252,173920.58440612783
2253,161437.18216880504
2254,169511.18404770715
2255,193709.98137838283
2256,182071.7278527914
2257,211516.31616019137
2258,165798.00067454932
2259,182157.19160098018
2260,150499.27965781154
2261,181624.9100301574
2262,200938.3792410688
2263,383836.20552881557
2264,502580.29456572374
2265,167374.21285794256
2266,275866.5120366893
2267,332480.1496106599
2268,389872.13701690634
2269,146290.77401735194
2270,199181.55635645182
2271,215518.38154658373
2272,204151.41256675945
2273,162580.15243967867
2274,189199.66620265367
2275,165190.08718970045
2276,183416.99967200085
2277,173564.0358176297
2278,142502.2852900431
2279,130046.98662507134
2280,119179.98514528254
2281,174162.11023426417
2282,187429.85661560608
2283,108016.0728436298
2284,105057.3929709433
2285,145347.4031585394
2286,131314.91916008963
2287,358735.09054162854
2288,265801.0160137466
2289,361140.16676135844
2290,547652.1979762157
2291,330966.25094952504
2292,430137.8775611044
2293,543620.1853933724
2294,508801.3718476019
2295,547652.1979762157
2296,313238.27633984236
2297,337267.7808320259
2298,327458.7208421105
2299,381748.4790265694
2300,341950.3325666618
2301,290671.6377693728
2302,255722.10335234873
2303,237214.18185209445
2304,233631.5665328899
2305,186149.21338130697
2306,182179.31552144853
2307,200463.61336036187
2308,222998.00077585276
2309,274818.0986787921
2310,207445.18420952372
2311,203278.42704571853
2312,166002.88554189005
2313,166933.18754598193
2314,188544.17566781602
2315,169622.75661861603
2316,172841.03126999046
2317,204292.1615438761
2318,182905.470534854
2319,185016.68938849925
2320,175722.60909866754
2321,256397.35119428244
2322,175094.13326065417
2323,186104.46868529104
2324,182289.59623873894
2325,211628.0890928746
2326,173440.38663767834
2327,199080.10540709298
2328,222251.5908634976
2329,184418.3486053388
2330,183491.09348131824
2331,363333.55526165315
2332,403785.1007489763
2333,340434.8992636178
2334,249004.038335039
2335,273268.07475903694
2336,318715.20795834967
2337,185673.43110369405
2338,264454.81408616755
2339,212919.07756669697
2340,391141.18892212026
2341,230024.24319548983
2342,241502.2201653771
2343,232950.44298436388
2344,225112.83253325245
2345,226704.79640952972
2346,217942.61234224777
2347,214370.46242268954
2348,243997.30122420003
2349,177968.67868877403
2350,293039.55164802726
2351,276353.07030000887
2352,245643.10227741406
2353,252537.7280082328
2354,131396.56582105416
2355,144765.6588734109
2356,151148.74391472954
2357,204901.12214062433
2358,203686.58833748067
2359,123759.80820151685
2360,121990.76337521987
2361,145351.28265401884
2362,265788.96837482235
2363,140404.70908204207
2364,168693.83472299966
2365,224152.1412426016
2366,205038.31772615778
2367,225240.04004729047
2368,231409.12651157333
2369,226519.77740405416
2370,176658.71074920084
2371,171054.53293178894
2372,191487.63975311053
2373,269499.10976389126
2374,304796.2156971892
2375,247268.42197335235
2376,263955.314391239
2377,317453.700262594
2378,149242.92903443208
2379,195252.57524130342
2380,143500.55614810364
2381,165708.1707342517
2382,191385.82409462088
2383,209959.89971779363
2384,246376.858802516
2385,167209.4844850733
2386,133511.33069692532
2387,133368.21769470104
2388,99753.72347478844
2389,132728.19960143906
2390,143835.04583492165
2391,148228.28653613038
2392,117575.87412287851
2393,172662.86247376716
2394,153087.2314464796
2395,197951.387613529
2396,145732.5808715317
2397,216955.68067906555
2398,122929.79423823586
2399,53048.83665999676
2400,50426.87914496414
2401,111213.07610326211
2402,133426.10544935276
2403,133804.49498309777
2404,151448.32323481436
2405,158602.4830959211
2406,140358.65287400328
2407,128575.98889605836
2408,141695.90103165057
2409,125440.21448260518
2410,162397.52743120474
2411,119022.34423297254
2412,159896.79161544115
2413,128552.19519372092
2414,146332.87732246754
2415,132981.82840173194
2416,123142.44202021747
2417,134792.76532666566
2418,131301.40423994223
2419,126930.28885634996
2420,121237.36161110792
2421,148275.7187714558
2422,111058.4307159702
2423,126890.02005920644
2424,153766.13658788774
2425,165038.59843073206
2426,127428.52295400333
2427,131507.8760435751
2428,159340.94729404047
2429,117131.8814107353
2430,130361.56711144363
2431,108828.37401064394
2432,150008.64238972304
2433,140723.89046514579
2434,117426.07224867766
2435,148135.10425687637
2436,108252.37251836815
2437,121607.91090183145
2438,129401.28105425488
2439,112959.31769185577
2440,129397.10727318785
2441,102181.88183202312
2442,107391.05316555162
2443,117152.7721987863
2444,125244.81937736673
2445,88538.79440224059
2446,143253.95193677652
2447,157846.67027525464
2448,117000.19358860853
2449,115291.30974620898
2450,145192.1821612833
2451,126052.27488972677
2452,217935.27655408252
2453,88711.50688282099
2454,121770.38937970351
2455,124109.87314198678
2456,134964.67978835877
2457,121511.0087685109
2458,124970.92252739483
2459,108027.9407073387
2460,136081.40324990408
2461,115770.45804487879
2462,141569.22434668103
2463,127745.56681901042
2464,164651.2376450883
2465,140734.37196993415
2466,111306.2809145494
2467,135608.1485931075
2468,88806.10925107954
2469,83200.1854013178
2470,175328.18781295666
2471,239251.06746619847
2472,149724.1621214303
2473,127862.59736197624
2474,101794.73763329312
2475,222650.8216140854
2476,105206.23813855667
2477,129302.32856127269
2478,146863.63096364454
2479,103178.27667854418
2480,158332.67163492143
2481,128145.78813056626
2482,133108.3901557677
2483,113558.60646984317
2484,134404.0702829887
2485,130298.70699942185
2486,166131.12178920154
2487,181363.40267549016
2488,148279.08842471903
2489,162822.40090165334
2490,163589.36026572864
2491,84165.59488590638
2492,176102.35237753464
2493,141857.35919691142
2494,147868.3457449028
2495,86885.50868016742
2496,237957.5138125795
2497,150684.31781106
2498,109041.63808322343
2499,82207.23700415799
2500,132585.36208924008
2501,132521.46004047798
2502,150253.28185765477
2503,107810.08470717807
2504,166285.8809349478
2505,223512.16288769434
2506,251272.5351850875
2507,307999.5941992127
2508,248562.2951346524
2509,216722.76747844403
2510,219547.1676098807
2511,178215.37877197718
2512,210167.2728461258
2513,217863.6629915932
2514,244454.64214323976
2515,149807.51514161166
2516,171955.48347340868
2517,142937.94731676037
2518,150419.89051615956
2519,220334.95586639072
2520,222879.09623637635
2521,188629.8607827853
2522,224960.65687668373
2523,126627.54884298459
2524,139081.46069800534
2525,149626.4425944763
2526,134041.39269570683
2527,120308.41192806046
2528,133448.51574695244
2529,134051.83753651948
2530,115369.13875474363
2531,247663.11322900705
2532,223966.88396156987
2533,200866.04592292343
2534,249632.07959591437
2535,299430.12938132806
2536,241148.03313470984
2537,237802.3967649984
2538,178686.52658527484
2539,181561.3255123914
2540,172282.84724741126
2541,180665.90908952669
2542,169633.2114564664
2543,123515.17125122136
2544,130776.81253993075
2545,135819.01699942947
2546,131217.71625214798
2547,142284.80472111655
2548,149513.93545323404
2549,169326.61916403697
2550,545047.1616794455
2551,140931.2669409406
2552,131889.3415745425
2553,75424.49484498272
2554,92543.5828961784
2555,119039.91883239642
2556,101944.09371142421
2557,106203.68010970378
2558,167700.656186799
2559,136466.42787088075
2560,146194.5789321805
2561,142610.868856564
2562,133817.9391802885
2563,144648.87936759554
2564,197588.66902699278
2565,137906.68580983783
2566,161716.8778832395
2567,135432.5400074503
2568,204307.52601317098
2569,227068.322958423
2570,117693.01927586955
2571,188789.7748562817
2572,148850.02438330237
2573,218903.44756716685
2574,254094.76492951217
2575,135865.0984726902
2576,130839.49214944971
2577,160739.47158267358
2578,92559.8805903484
2579,64378.97665058034
2580,120155.78315073895
2581,106326.31199196332
2582,98677.52359301953
2583,247888.8655510501
2584,186589.1012224664
2585,195566.01623673702
2586,221806.15015359782
2587,189659.74841801627
2588,144098.00820702134
2589,149339.0822622922
2590,216186.66698395537
2591,231650.45142360576
2592,224102.37903202517
2593,248929.33670544814
2594,179240.07207963648
2595,182790.405738604
2596,331510.2537848191
2597,186874.59573147664
2598,285454.1053496712
2599,316073.9750799993
2600,131197.04916902975
2601,150102.09949217117
2602,97344.74642894395
2603,104189.20548240346
2604,89261.78729784915
2605,83361.06580926421
2606,150570.56177091497
2607,210956.33789807552
2608,209959.8685178854
2609,165465.70012094165
2610,122057.7254626475
2611,113623.84702704537
2612,156983.99594568202
2613,133887.54260537197
2614,130631.70460335442
2615,159668.2604941285
2616,143557.73389724936
2617,174231.79346837234
2618,197414.3760469119
2619,191050.72520985335
2620,194383.99097984447
2621,180246.3780387902
2622,184114.44482041453
2623,243944.79003999548
2624,320862.34673611325
2625,304346.4278967221
2626,172396.4498492476
2627,171677.62670767444
2628,455255.5620532459
2629,503194.03548638715
2630,340726.25958674453
2631,524474.1825222073
2632,447922.6161531278
2633,298626.3484036625
2634,396036.84242049936
2635,160305.81253341318
2636,172112.077179068
2637,169939.35600183802
2638,262236.9132309566
2639,183679.0145039295
2640,160607.8556811822
2641,110715.57266674032
2642,186702.6794911802
2643,97229.1709149064
2644,128244.49496710963
2645,96473.73198968335
2646,103388.81574961008
2647,114912.05278828682
2648,149895.2021934576
2649,150679.7604571588
2650,140676.3807384768
2651,148587.83797604722
2652,496312.35552621883
2653,253862.32890041583
2654,246312.1921550148
2655,400167.18053086573
2656,320670.9414361054
2657,338888.3416069662
2658,325329.2860128561
2659,285463.9104391153
2660,350369.45824937697
2661,347388.64409445564
2662,360438.68792723364
2663,268949.67587651976
2664,291559.8519572328
2665,331726.20572402776
2666,292583.13508233475
2667,170300.86674892277
2668,175662.7761206123
2669,181707.93810845536
2670,292770.9996425603
2671,182317.5400910871
2672,191225.75996635554
2673,203683.50324699175
2674,205976.1466888517
2675,165435.18219058562
2676,186847.64531133568
2677,200275.77310095256
2678,267827.0205651776
2679,267661.14731806976
2680,278178.86672313727
2681,519006.18284907035
2682,326986.66947759653
2683,545047.1616794455
2684,323272.9627408057
2685,339295.56258269143
2686,258932.09851833098
2687,351308.72907335794
2688,223627.9912112901
2689,206395.25990999877
2690,547880.2834768438
2691,207941.92471407805
2692,126596.45791505759
2693,207571.24340553966
2694,132576.65161315099
2695,202947.14442635438
2696,183738.42471087023
2697,185404.21362306285
2698,182581.9190803024
2699,172039.1926976737
2700,158625.39181857262
2701,168789.1469379123
2702,105593.77127808596
2703,129970.38715779583
2704,130226.2040015031
2705,128585.91979352222
2706,119557.47888716469
2707,119214.55860236786
2708,132712.41369718633
2709,113358.27006196039
2710,128377.61729481643
2711,282565.74228594993
2712,402396.99745932495
2713,169909.3648680859
2714,148913.2835700407
2715,175099.1992944444
2716,157776.94318839232
2717,180593.99100246534
2718,229111.0067222505
2719,157821.22011920472
2720,167941.4494169045
2721,134769.89191974376
2722,156567.78762859697
2723,149188.89474329635
2724,131053.54649469432
2725,133520.54449958666
2726,148224.2487815461
2727,188153.59251393954
2728,167838.89137939105
2729,157205.5919915625
2730,141601.36047612678
2731,121814.74589106547
2732,133274.46321126018
2733,158265.9067053137
